Date,Which Room,RatorID,[Contributions & Attitude],[Cooperation with Others],"[Focus, Commitments]",[Team Role Fulfillment],[Ability to Communicate],[Accuracy],Rating,RateeID
2021-10-29 09:58:00,Room 6,rator-01,4,4,4,4,4,3,3.83,ratee-01
2021-10-29 09:58:00,Room 4,rator-02,3,3,3,3,3,2,2.83,ratee-02
2021-10-29 09:58:00,Room 3,rator-03,4,3,3,3,3,3,3.17,ratee-03
2021-10-29 09:58:00,Room 6,rator-04,2,4,4,3,4,2,3.17,ratee-04
2021-10-29 09:58:00,Room 6,rator-05,4,3,4,4,3,4,3.67,ratee-05
2021-10-29 09:58:00,Room 1,rator-06,3,3,3,3,2,1,2.5,ratee-06
2021-10-29 09:59:00,Room 7,rator-07,2,3,3,2,2,2,2.33,ratee-07
2021-10-29 09:59:00,Room 5,rator-08,3,4,3,3,4,3,3.33,ratee-08
2021-10-29 09:59:00,Room 5,rator-09,4,4,4,4,4,3,3.83,ratee-10
2021-10-29 09:59:00,Room 5,rator-10,2,3,2,2,3,2,2.33,ratee-11
2021-10-29 09:59:00,Room 4,rator-11,4,4,4,4,3,4,3.83,ratee-12
2021-10-29 09:59:00,Room 4,rator-12,3,3,3,2,4,3,3.0,ratee-13
2021-10-29 10:00:00,Room 7,rator-13,4,4,4,4,4,4,4.0,ratee-15
2021-10-29 10:00:00,Room 2,rator-14,4,4,3,3,3,2,3.17,ratee-16
2021-10-29 10:00:00,Room 5,rator-15,3,3,4,3,4,2,3.17,ratee-17
2021-10-29 10:01:00,Room 2,rator-16,3,4,4,3,4,3,3.5,ratee-18
2021-10-29 10:01:00,Room 1,rator-17,3,3,3,4,3,3,3.17,ratee-19
2021-10-29 10:01:00,Room 3,rator-18,3,3,2,3,3,3,2.83,ratee-20
2021-10-29 10:01:00,Room 3,rator-19,4,4,4,3,4,3,3.67,ratee-21
2021-10-29 10:02:00,Room 2,rator-20,3,2,2,2,3,1,2.17,ratee-22
2021-10-29 10:02:00,Room 2,rator-21,3,3,3,1,1,3,2.33,ratee-23
2021-10-29 10:02:00,Room 7,rator-22,4,4,4,4,3,3,3.67,ratee-24
2021-10-29 10:02:00,Room 3,rator-23,3,2,2,3,3,2,2.5,ratee-25
2021-10-29 10:02:00,Room 1,rator-24,4,3,4,4,3,3,3.5,ratee-26
2021-10-29 10:03:00,Room 4,rator-25,4,4,4,4,4,2,3.67,ratee-27
2021-10-29 10:03:00,Room 5,rator-26,2,2,2,2,2,2,2.0,ratee-28
2021-10-29 10:03:00,Room 1,rator-27,3,2,3,3,2,3,2.67,ratee-29
2021-10-29 10:03:00,Room 6,rator-28,3,3,2,2,3,2,2.5,ratee-30
2021-10-29 10:03:00,Room 3,rator-29,4,3,3,4,4,3,3.5,ratee-31
2021-10-29 10:03:00,Room 5,rator-30,4,4,4,4,4,3,3.83,ratee-32
2021-10-29 10:04:00,Room 2,rator-31,3,2,3,2,3,1,2.33,ratee-33
2021-10-29 10:04:00,Room 1,rator-32,4,3,4,3,2,2,3.0,ratee-34
2021-10-29 10:05:00,Room 7,rator-33,3,3,3,3,2,2,2.67,ratee-35
2021-10-29 10:05:00,Room 4,rator-34,4,4,4,4,4,4,4.0,ratee-36
2021-10-29 10:06:00,Room 2,rator-35,3,4,3,3,2,2,2.83,ratee-37
2021-11-12 09:20:00,Room 6,rator-06,4,4,4,4,4,3,3.83,ratee-06
2021-11-12 09:20:00,Room 3,rator-08,3,4,3,4,3,4,3.5,ratee-08
2021-11-12 09:20:00,Room 7,rator-07,3,4,3,3,3,3,3.17,ratee-07
2021-11-12 09:20:00,Room 2,rator-13,4,4,4,4,4,3,3.83,ratee-15
2021-11-12 09:20:00,Room 4,rator-21,4,4,3,4,3,3,3.5,ratee-23
2021-11-12 09:20:00,Room 7,rator-20,4,4,4,3,3,2,3.33,ratee-22
2021-11-12 09:21:00,Room 2,rator-29,4,4,3,3,4,2,3.33,ratee-31
2021-11-12 09:21:00,Room 4,rator-36,4,4,3,4,3,3,3.5,ratee-09
2021-11-12 09:21:00,Room 1,rator-19,4,4,4,4,4,4,4.0,ratee-21
2021-11-12 09:21:00,Room 7,rator-33,4,4,4,4,4,3,3.83,ratee-35
2021-11-12 09:21:00,Room 1,rator-12,4,4,4,3,4,3,3.67,ratee-13
2021-11-12 09:22:00,Room 5,rator-28,4,4,4,4,3,3,3.67,ratee-30
2021-11-12 09:22:00,Room 5,rator-11,4,4,4,4,4,4,4.0,ratee-12
2021-11-12 09:22:00,Room 2,rator-14,4,3,3,4,3,3,3.33,ratee-16
2021-11-12 09:22:00,Room 4,rator-02,3,3,3,3,3,3,3.0,ratee-02
2021-11-12 09:22:00,Room 6,rator-10,3,4,3,3,4,3,3.33,ratee-11
2021-11-12 09:22:00,Room 8,rator-37,3,3,4,3,4,3,3.33,ratee-14
2021-11-12 09:22:00,Room 1,rator-15,3,3,3,3,3,2,2.83,ratee-17
2021-11-12 09:23:00,Room 5,rator-38,3,3,3,3,3,3,3.0,ratee-56
2021-11-12 09:23:00,Room 5,rator-34,4,4,4,4,4,4,4.0,ratee-36
2021-11-12 09:23:00,Room 4,rator-39,3,4,4,3,4,3,3.5,ratee-59
2021-11-12 09:23:00,Room 7,rator-22,4,4,4,3,4,4,3.83,ratee-24
2021-11-12 09:23:00,Room 1,rator-40,2,2,3,2,4,3,2.67,ratee-61
2021-11-12 09:24:00,Room 5,rator-41,3,3,2,3,4,2,2.83,ratee-62
2021-11-12 09:24:00,Room 2,rator-23,3,3,3,3,4,4,3.33,ratee-25
2021-11-12 09:24:00,Room 8,rator-30,4,4,4,4,4,4,4.0,ratee-32
2021-11-12 09:24:00,Room 3,rator-26,4,4,4,4,4,4,4.0,ratee-28
2021-11-12 09:24:00,Room 1,rator-42,2,2,2,2,3,2,2.17,ratee-66
2021-11-12 09:24:00,Room 8,rator-43,4,4,3,4,4,3,3.67,ratee-67
2021-11-12 09:25:00,Room 8,rator-05,3,3,4,3,3,3,3.17,ratee-05
2021-11-12 09:25:00,Room 3,rator-04,4,4,4,4,4,4,4.0,ratee-04
2021-11-12 09:26:00,Room 3,rator-44,4,4,4,4,4,4,4.0,ratee-71
2021-11-12 09:27:00,Room 3,rator-35,4,4,4,4,4,4,4.0,ratee-37
2021-11-12 09:28:00,Room 2,rator-31,4,3,3,3,4,2,3.17,ratee-33
2021-11-12 09:31:00,Room 6,rator-45,4,4,4,4,3,4,3.83,ratee-74
2021-11-12 20:31:00,Room 4,rator-09,4,4,4,4,4,4,4.0,ratee-10
2021-10-29 09:58:00,Room 6,rator-01,4,4,4,4,4,4,4.0,ratee-76
2021-10-29 09:58:00,Room 4,rator-02,4,4,4,4,4,3,3.83,ratee-77
2021-10-29 09:58:00,Room 3,rator-03,4,3,3,4,4,3,3.5,ratee-78
2021-10-29 09:58:00,Room 6,rator-04,4,3,4,4,3,4,3.67,ratee-79
2021-10-29 09:58:00,Room 6,rator-05,4,4,4,4,4,4,4.0,ratee-76
2021-10-29 09:59:00,Room 7,rator-07,4,4,4,4,4,3,3.83,ratee-82
2021-10-29 09:59:00,Room 5,rator-08,3,4,4,4,4,3,3.67,ratee-83
2021-10-29 09:59:00,Room 7,rator-36,4,4,4,3,3,3,3.5,ratee-82
2021-10-29 09:59:00,Room 5,rator-09,3,3,4,3,4,3,3.33,ratee-85
2021-10-29 09:59:00,Room 5,rator-10,3,3,3,3,3,2,2.83,ratee-86
2021-10-29 09:59:00,Room 4,rator-11,4,4,4,4,4,4,4.0,ratee-77
2021-10-29 09:59:00,Room 4,rator-12,4,4,4,3,4,3,3.67,ratee-88
2021-10-29 09:59:00,Room 3,rator-37,4,4,4,4,3,3,3.67,ratee-78
2021-10-29 10:00:00,Room 7,rator-13,4,4,4,4,4,4,4.0,ratee-90
2021-10-29 10:00:00,Room 2,rator-14,4,4,3,3,4,4,3.67,ratee-91
2021-10-29 10:00:00,Room 5,rator-15,3,4,3,4,3,2,3.17,ratee-92
2021-10-29 10:01:00,Room 2,rator-16,4,4,3,3,4,3,3.5,ratee-91
2021-10-29 10:01:00,Room 1,rator-17,4,4,4,4,4,4,4.0,ratee-94
2021-10-29 10:01:00,Room 3,rator-18,3,3,4,2,3,3,3.0,ratee-78
2021-10-29 10:01:00,Room 3,rator-19,4,4,4,4,4,3,3.83,ratee-96
2021-10-29 10:02:00,Room 2,rator-20,4,3,3,3,3,2,3.0,ratee-97
2021-10-29 10:02:00,Room 2,rator-21,3,3,2,2,2,2,2.33,ratee-97
2021-10-29 10:02:00,Room 7,rator-22,4,4,4,4,4,3,3.83,ratee-82
2021-10-29 10:02:00,Room 3,rator-23,2,3,3,3,3,3,2.83,ratee-100
2021-10-29 10:02:00,Room 1,rator-24,4,4,3,4,3,3,3.5,ratee-94
2021-10-29 10:03:00,Room 4,rator-25,4,4,4,4,4,3,3.83,ratee-102
2021-10-29 10:03:00,Room 1,rator-27,4,3,3,4,3,3,3.33,ratee-94
2021-10-29 10:03:00,Room 6,rator-28,3,4,3,3,3,3,3.17,ratee-76
2021-10-29 10:03:00,Room 3,rator-29,2,3,2,2,2,3,2.33,ratee-106
2021-10-29 10:03:00,Room 5,rator-30,4,4,4,4,4,3,3.83,ratee-92
2021-10-29 10:04:00,Room 2,rator-31,3,3,3,2,3,2,2.67,ratee-108
2021-10-29 10:04:00,Room 1,rator-32,4,4,4,4,4,4,4.0,ratee-109
2021-10-29 10:05:00,Room 7,rator-33,4,4,4,4,4,3,3.83,ratee-82
2021-10-29 10:05:00,Room 4,rator-34,4,4,3,4,4,4,3.83,ratee-111
2021-10-29 10:06:00,Room 2,rator-35,3,4,3,3,4,3,3.33,ratee-112
2021-11-12 09:20:00,Room 6,rator-06,4,4,4,4,4,3,3.83,ratee-113
2021-11-12 09:20:00,Room 3,rator-08,3,4,3,4,3,3,3.33,ratee-112
2021-11-12 09:20:00,Room 7,rator-07,4,4,4,3,4,3,3.67,ratee-115
2021-11-12 09:20:00,Room 2,rator-13,4,4,4,4,4,3,3.83,ratee-116
2021-11-12 09:20:00,Room 4,rator-21,4,4,4,4,4,4,4.0,ratee-117
2021-11-12 09:21:00,Room 2,rator-29,4,4,3,4,3,2,3.33,ratee-82
2021-11-12 09:21:00,Room 4,rator-36,4,4,4,3,4,3,3.67,ratee-91
2021-11-12 09:21:00,Room 1,rator-19,4,4,4,4,4,4,4.0,ratee-121
2021-11-12 09:21:00,Room 7,rator-33,4,4,4,4,3,3,3.67,ratee-115
2021-11-12 09:21:00,Room 1,rator-12,4,4,4,3,4,4,3.83,ratee-83
2021-11-12 09:22:00,Room 5,rator-28,4,4,4,4,4,3,3.83,ratee-124
2021-11-12 09:22:00,Room 5,rator-11,4,4,4,4,4,4,4.0,ratee-77
2021-11-12 09:22:00,Room 2,rator-14,4,4,3,3,3,3,3.33,ratee-82
2021-11-12 09:22:00,Room 4,rator-02,3,3,3,3,3,3,3.0,ratee-91
2021-11-12 09:22:00,Room 6,rator-10,4,4,4,4,3,4,3.83,ratee-128
2021-11-12 09:22:00,Room 8,rator-37,4,4,4,4,4,3,3.83,ratee-129
2021-11-12 09:22:00,Room 1,rator-15,4,3,3,4,3,2,3.17,ratee-130
2021-11-12 09:23:00,Room 5,rator-38,4,4,4,4,4,3,3.83,ratee-124
2021-11-12 09:23:00,Room 6,rator-46,4,4,4,4,4,3,3.83,ratee-132
2021-11-12 09:23:00,Room 5,rator-34,4,4,4,4,4,4,4.0,ratee-124
2021-11-12 09:23:00,Room 4,rator-39,3,4,3,4,4,3,3.5,ratee-91
2021-11-12 09:23:00,Room 7,rator-22,4,4,4,3,4,4,3.83,ratee-135
2021-11-12 09:23:00,Room 1,rator-40,4,4,4,4,4,4,4.0,ratee-130
2021-11-12 09:24:00,Room 5,rator-41,4,3,3,4,2,2,3.0,ratee-137
2021-11-12 09:24:00,Room 2,rator-23,3,3,4,4,3,3,3.33,ratee-138
2021-11-12 09:24:00,Room 8,rator-30,4,4,4,4,4,4,4.0,ratee-129
2021-11-12 09:24:00,Room 3,rator-26,4,4,4,4,4,4,4.0,ratee-76
2021-11-12 09:24:00,Room 1,rator-42,4,4,3,3,3,3,3.33,ratee-130
2021-11-12 09:24:00,Room 8,rator-43,4,3,4,4,3,3,3.5,ratee-129
2021-11-12 09:25:00,Room 8,rator-05,4,4,4,4,4,4,4.0,ratee-143
2021-11-12 09:25:00,Room 1,rator-40,4,4,4,4,4,4,4.0,ratee-144
2021-11-12 09:25:00,Room 3,rator-04,4,4,4,4,4,3,3.83,ratee-145
2021-11-12 09:26:00,Room 3,rator-44,4,4,4,4,4,4,4.0,ratee-76
2021-11-12 09:28:00,Room 2,rator-31,3,3,4,3,3,3,3.17,ratee-148
2021-11-12 09:31:00,Room 6,rator-45,4,4,4,4,4,4,4.0,ratee-149
2021-11-12 20:31:00,Room 4,rator-09,4,4,4,3,4,4,3.83,ratee-108
2021-10-29 09:58:00,Room 6,rator-01,4,4,4,4,4,4,4.0,ratee-129
2021-10-29 09:58:00,Room 4,rator-02,4,4,4,4,4,3,3.83,ratee-152
2021-10-29 09:58:00,Room 3,rator-03,4,4,3,3,4,3,3.5,ratee-153
2021-10-29 09:58:00,Room 6,rator-04,4,4,4,4,4,4,4.0,ratee-154
2021-10-29 09:58:00,Room 6,rator-05,4,4,4,4,4,4,4.0,ratee-154
2021-10-29 09:59:00,Room 7,rator-07,4,4,4,4,4,4,4.0,ratee-157
2021-10-29 09:59:00,Room 5,rator-08,4,3,3,4,4,3,3.5,ratee-92
2021-10-29 09:59:00,Room 7,rator-36,4,3,4,4,3,3,3.5,ratee-157
2021-10-29 09:59:00,Room 5,rator-09,4,3,3,4,4,4,3.67,ratee-149
2021-10-29 09:59:00,Room 5,rator-10,3,3,3,3,2,3,2.83,ratee-161
2021-10-29 09:59:00,Room 4,rator-11,4,4,4,4,4,4,4.0,ratee-121
2021-10-29 09:59:00,Room 4,rator-12,2,2,3,2,2,2,2.17,ratee-163
2021-10-29 09:59:00,Room 3,rator-37,3,4,3,3,3,4,3.33,ratee-153
2021-10-29 10:00:00,Room 7,rator-13,4,4,4,4,4,3,3.83,ratee-157
2021-10-29 10:00:00,Room 2,rator-14,3,3,3,2,2,2,2.5,ratee-97
2021-10-29 10:00:00,Room 5,rator-15,4,3,3,4,3,4,3.5,ratee-167
2021-10-29 10:01:00,Room 2,rator-16,4,3,4,4,3,3,3.5,ratee-97
2021-10-29 10:01:00,Room 1,rator-17,4,3,3,3,4,4,3.5,ratee-169
2021-10-29 10:01:00,Room 3,rator-18,3,4,3,3,4,3,3.33,ratee-170
2021-10-29 10:01:00,Room 3,rator-19,4,4,4,4,4,3,3.83,ratee-153
2021-10-29 10:02:00,Room 2,rator-20,4,4,4,1,2,3,3.0,ratee-108
2021-10-29 10:02:00,Room 2,rator-21,3,3,3,3,2,3,2.83,ratee-115
2021-10-29 10:02:00,Room 7,rator-22,4,4,4,4,4,3,3.83,ratee-90
2021-10-29 10:02:00,Room 1,rator-24,3,4,3,3,3,3,3.17,ratee-176
2021-10-29 10:03:00,Room 4,rator-25,4,4,4,4,4,3,3.83,ratee-144
2021-10-29 10:03:00,Room 5,rator-26,4,4,4,3,4,3,3.67,ratee-149
2021-10-29 10:03:00,Room 1,rator-27,4,2,3,3,3,3,3.0,ratee-179
2021-10-29 10:03:00,Room 6,rator-28,2,3,2,3,2,2,2.33,ratee-154
2021-10-29 10:03:00,Room 3,rator-29,4,3,3,4,4,3,3.5,ratee-153
2021-10-29 10:03:00,Room 5,rator-30,4,4,4,4,4,3,3.83,ratee-83
2021-10-29 10:04:00,Room 2,rator-31,3,3,3,3,2,2,2.67,ratee-148
2021-10-29 10:04:00,Room 1,rator-32,4,4,4,4,4,4,4.0,ratee-184
2021-10-29 10:05:00,Room 7,rator-33,4,4,4,4,4,3,3.83,ratee-90
2021-10-29 10:05:00,Room 4,rator-34,4,4,4,4,4,4,4.0,ratee-88
2021-10-29 10:06:00,Room 2,rator-35,3,4,3,3,4,3,3.33,ratee-187
2021-11-12 09:20:00,Room 6,rator-06,4,4,4,4,4,3,3.83,ratee-94
2021-11-12 09:20:00,Room 3,rator-08,3,3,3,3,4,4,3.33,ratee-189
2021-11-12 09:20:00,Room 7,rator-07,4,3,3,4,3,4,3.5,ratee-157
2021-11-12 09:20:00,Room 2,rator-13,4,4,4,4,4,3,3.83,ratee-191
2021-11-12 09:20:00,Room 4,rator-21,4,4,4,4,4,4,4.0,ratee-92
2021-11-12 09:20:00,Room 7,rator-20,4,4,4,4,4,3,3.83,ratee-193
2021-11-12 09:21:00,Room 2,rator-29,4,4,3,3,4,3,3.5,ratee-194
2021-11-12 09:21:00,Room 4,rator-36,4,3,3,4,4,3,3.5,ratee-195
2021-11-12 09:21:00,Room 1,rator-19,4,4,4,4,4,4,4.0,ratee-83
2021-11-12 09:21:00,Room 7,rator-33,3,3,3,3,3,3,3.0,ratee-157
2021-11-12 09:21:00,Room 1,rator-12,4,4,4,4,4,4,4.0,ratee-198
2021-11-12 09:22:00,Room 5,rator-28,4,4,4,4,4,3,3.83,ratee-199
2021-11-12 09:22:00,Room 5,rator-11,4,4,4,4,4,4,4.0,ratee-124
2021-11-12 09:22:00,Room 2,rator-14,4,3,4,3,3,3,3.33,ratee-78
2021-11-12 09:22:00,Room 4,rator-02,3,3,3,3,3,3,3.0,ratee-90
2021-11-12 09:22:00,Room 6,rator-10,4,4,3,4,3,3,3.5,ratee-203
2021-11-12 09:22:00,Room 8,rator-37,3,4,4,4,4,3,3.67,ratee-143
2021-11-12 09:22:00,Room 1,rator-15,3,3,3,3,3,2,2.83,ratee-205
2021-11-12 09:23:00,Room 5,rator-38,4,4,4,4,4,3,3.83,ratee-206
2021-11-12 09:23:00,Room 6,rator-46,4,4,4,4,4,4,4.0,ratee-207
2021-11-12 09:23:00,Room 5,rator-34,4,4,4,4,4,4,4.0,ratee-199
2021-11-12 09:23:00,Room 4,rator-39,3,4,3,3,4,3,3.33,ratee-90
2021-11-12 09:23:00,Room 7,rator-22,4,4,4,3,4,4,3.83,ratee-118
2021-11-12 09:23:00,Room 1,rator-40,4,4,4,4,4,4,4.0,ratee-205
2021-11-12 09:24:00,Room 5,rator-41,3,4,3,3,4,4,3.5,ratee-212
2021-11-12 09:24:00,Room 2,rator-23,3,3,4,4,3,4,3.5,ratee-78
2021-11-12 09:24:00,Room 8,rator-30,4,4,4,4,4,4,4.0,ratee-143
2021-11-12 09:24:00,Room 3,rator-26,3,4,3,4,3,4,3.5,ratee-215
2021-11-12 09:24:00,Room 1,rator-42,4,4,4,3,4,3,3.67,ratee-83
2021-11-12 09:24:00,Room 8,rator-43,3,3,2,3,3,2,2.67,ratee-96
2021-11-12 09:25:00,Room 8,rator-05,4,4,4,4,4,4,4.0,ratee-218
2021-11-12 09:26:00,Room 3,rator-44,4,4,4,4,4,4,4.0,ratee-221
2021-11-12 09:27:00,Room 3,rator-35,4,4,4,4,4,4,4.0,ratee-222
2021-11-12 09:28:00,Room 2,rator-31,4,4,3,3,4,3,3.5,ratee-138
2021-11-12 09:31:00,Room 6,rator-45,4,4,4,4,4,4,4.0,ratee-128
2021-11-12 20:31:00,Room 4,rator-09,4,4,3,4,3,4,3.67,ratee-215
2021-10-29 09:58:00,Room 6,rator-01,4,4,3,3,4,4,3.67,ratee-154
2021-10-29 09:58:00,Room 4,rator-02,4,4,4,4,4,3,3.83,ratee-199
2021-10-29 09:58:00,Room 3,rator-03,4,2,3,3,2,3,2.83,ratee-106
2021-10-29 09:58:00,Room 6,rator-04,3,4,4,4,4,4,3.83,ratee-229
2021-10-29 09:58:00,Room 6,rator-05,4,4,4,4,4,3,3.83,ratee-229
2021-10-29 09:59:00,Room 7,rator-07,4,4,4,3,4,4,3.83,ratee-90
2021-10-29 09:59:00,Room 5,rator-08,4,4,4,3,4,4,3.83,ratee-113
2021-10-29 09:59:00,Room 7,rator-36,3,4,3,3,3,3,3.17,ratee-234
2021-10-29 09:59:00,Room 5,rator-09,4,4,4,3,4,4,3.83,ratee-215
2021-10-29 09:59:00,Room 5,rator-10,3,3,3,3,3,2,2.83,ratee-236
2021-10-29 09:59:00,Room 4,rator-11,4,4,4,4,4,3,3.83,ratee-88
2021-10-29 09:59:00,Room 4,rator-12,4,4,4,4,4,4,4.0,ratee-199
2021-10-29 09:59:00,Room 3,rator-37,3,4,3,3,4,3,3.33,ratee-239
2021-10-29 10:00:00,Room 7,rator-13,2,2,1,2,2,2,1.83,ratee-240
2021-10-29 10:00:00,Room 2,rator-14,4,4,3,3,3,2,3.17,ratee-241
2021-10-29 10:00:00,Room 5,rator-15,3,3,3,3,3,2,2.83,ratee-242
2021-10-29 10:01:00,Room 2,rator-16,3,4,3,4,3,3,3.33,ratee-194
2021-10-29 10:01:00,Room 1,rator-17,4,4,4,4,4,4,4.0,ratee-176
2021-10-29 10:01:00,Room 3,rator-18,4,4,3,3,3,3,3.33,ratee-96
2021-10-29 10:01:00,Room 3,rator-19,4,4,4,4,4,3,3.83,ratee-78
2021-10-29 10:02:00,Room 2,rator-21,1,1,1,1,1,1,1.0,ratee-222
2021-10-29 10:02:00,Room 7,rator-22,4,4,4,4,3,3,3.67,ratee-234
2021-10-29 10:02:00,Room 3,rator-23,3,3,3,3,2,3,2.83,ratee-78
2021-10-29 10:02:00,Room 1,rator-24,3,3,3,2,3,2,2.67,ratee-179
2021-10-29 10:03:00,Room 4,rator-25,4,4,4,4,4,3,3.83,ratee-252
2021-10-29 10:03:00,Room 5,rator-26,4,3,4,4,4,3,3.67,ratee-253
2021-10-29 10:03:00,Room 1,rator-27,4,3,3,4,3,3,3.33,ratee-176
2021-10-29 10:03:00,Room 6,rator-28,3,2,3,2,2,3,2.5,ratee-129
2021-10-29 10:03:00,Room 3,rator-29,3,4,2,4,3,3,3.17,ratee-256
2021-10-29 10:03:00,Room 5,rator-30,4,4,4,4,3,3,3.67,ratee-221
2021-10-29 10:04:00,Room 2,rator-31,1,1,1,1,1,1,1.0,ratee-258
2021-10-29 10:04:00,Room 1,rator-32,4,4,4,4,4,4,4.0,ratee-259
2021-10-29 10:05:00,Room 7,rator-33,4,4,4,4,4,3,3.83,ratee-260
2021-10-29 10:05:00,Room 4,rator-34,4,4,4,3,4,3,3.67,ratee-199
2021-10-29 10:06:00,Room 2,rator-35,3,4,3,3,4,3,3.33,ratee-194
2021-11-12 09:20:00,Room 6,rator-06,4,4,4,4,4,3,3.83,ratee-176
2021-11-12 09:20:00,Room 3,rator-08,4,3,4,4,3,4,3.67,ratee-264
2021-11-12 09:20:00,Room 7,rator-07,4,4,3,4,4,4,3.83,ratee-265
2021-11-12 09:20:00,Room 2,rator-13,4,4,4,4,4,4,4.0,ratee-106
2021-11-12 09:20:00,Room 4,rator-21,4,4,4,4,4,4,4.0,ratee-267
2021-11-12 09:21:00,Room 2,rator-29,3,3,3,2,2,3,2.67,ratee-106
2021-11-12 09:21:00,Room 4,rator-36,3,4,4,3,3,3,3.33,ratee-270
2021-11-12 09:21:00,Room 1,rator-19,4,4,4,4,4,4,4.0,ratee-271
2021-11-12 09:21:00,Room 7,rator-33,3,3,3,3,3,3,3.0,ratee-272
2021-11-12 09:21:00,Room 1,rator-12,4,4,4,3,4,4,3.83,ratee-271
2021-11-12 09:22:00,Room 5,rator-28,4,4,4,4,4,3,3.83,ratee-77
2021-11-12 09:22:00,Room 5,rator-11,4,4,4,4,4,4,4.0,ratee-275
2021-11-12 09:22:00,Room 2,rator-14,3,4,3,3,3,3,3.17,ratee-276
2021-11-12 09:22:00,Room 4,rator-02,3,3,3,3,2,3,2.83,ratee-86
2021-11-12 09:22:00,Room 6,rator-10,4,3,4,4,4,3,3.67,ratee-184
2021-11-12 09:22:00,Room 8,rator-37,3,3,3,3,4,3,3.17,ratee-279
2021-11-12 09:22:00,Room 1,rator-15,2,3,3,2,2,2,2.33,ratee-121
2021-11-12 09:23:00,Room 5,rator-38,4,4,4,4,4,2,3.67,ratee-252
2021-11-12 09:23:00,Room 6,rator-46,4,4,4,3,4,3,3.67,ratee-94
2021-11-12 09:23:00,Room 5,rator-34,4,4,4,4,4,4,4.0,ratee-283
2021-11-12 09:23:00,Room 4,rator-39,3,3,3,3,4,3,3.17,ratee-267
2021-11-12 09:23:00,Room 7,rator-22,4,4,4,3,4,4,3.83,ratee-285
2021-11-12 09:23:00,Room 1,rator-40,4,4,4,4,4,4,4.0,ratee-83
2021-11-12 09:24:00,Room 5,rator-41,4,4,4,4,4,4,4.0,ratee-275
2021-11-12 09:24:00,Room 2,rator-23,3,3,3,4,4,3,3.33,ratee-194
2021-11-12 09:24:00,Room 8,rator-30,4,4,4,4,4,4,4.0,ratee-256
2021-11-12 09:24:00,Room 3,rator-26,3,3,3,3,3,3,3.0,ratee-290
2021-11-12 09:24:00,Room 1,rator-42,3,3,4,4,4,3,3.5,ratee-121
2021-11-12 09:24:00,Room 8,rator-43,2,3,3,2,3,2,2.5,ratee-279
2021-11-12 09:25:00,Room 8,rator-05,4,4,4,4,4,4,4.0,ratee-293
2021-11-12 09:25:00,Room 3,rator-04,3,3,3,3,2,3,2.83,ratee-258
2021-11-12 09:26:00,Room 3,rator-44,4,4,4,4,4,4,4.0,ratee-296
2021-11-12 09:27:00,Room 3,rator-35,4,4,4,4,4,4,4.0,ratee-297
2021-11-12 09:31:00,Room 6,rator-45,4,4,4,4,4,4,4.0,ratee-203
2021-11-12 20:31:00,Room 4,rator-09,4,3,4,4,4,4,3.83,ratee-195
